04/10/2018 04:45:06 | SUCCESS | login-(Biocine) | By-Biocine_ott503 | 
04/10/2018 08:50:20 | SUCCESS | login-(Biocine) | By-Biocine_ott503 | 
04/10/2018 16:03:25 | SUCCESS | update plan Detail(abc12) | By-Biocine_ott503 | 
04/10/2018 16:07:07 | SUCCESS | Add New Subscription Code (RGCVJL7CJY) | By-Biocine_ott503 | 
04/10/2018 16:07:36 | SUCCESS | Update Subscription Code (23) | By-Biocine_ott503 | 
04/10/2018 16:07:38 | SUCCESS | subscription code active(subscription ID:23,Status:active) | By-Biocine_ott503 | 
04/10/2018 16:19:36 | SUCCESS | update plan Detail(Half Yearly) | By-Biocine_ott503 | 
04/10/2018 16:32:38 | SUCCESS | update GST(gst) | By-Biocine_ott503 | 
04/10/2018 11:19:56 | SUCCESS | login-(Biocine) | By-Biocine_ott503 | 
